endpoint,model_name,mean_predicted,observed
os_3yr,tabpfn_v2_5,0.671407045483871,0.6129032258064516
os_3yr,tabpfn_v2_6,0.10611109546598385,0.0967741935483871
os_3yr,tabpfn_v2_6,0.13379486580645158,0.11290322580645161
os_3yr,tabpfn_v2_6,0.2958331385714286,0.3333333333333333
os_3yr,tabpfn_v2_6,0.4687005237096776,0.5483870967741935
os_3yr,tabpfn_v2_6,0.49568147721311484,0.5245901639344263
os_3yr,tabpfn_v2_6,0.5236421458064516,0.4838709677419355
os_3yr,tabpfn_v2_6,0.5541494941935483,0.5645161290322581
os_3yr,tabpfn_v2_6,0.6854395508064515,0.6451612903225806
os_3yr,tabpfn_v3,0.11181486275262906,0.11290322580645161
os_3yr,tabpfn_v3,0.13549416161290317,0.11290322580645161
os_3yr,tabpfn_v3,0.3018769285483871,0.27419354838709675
os_3yr,tabpfn_v3,0.4761336052238808,0.5373134328358209
os_3yr,tabpfn_v3,0.49530429403508786,0.631578947368421
os_3yr,tabpfn_v3,0.5174887048387097,0.45161290322580644
os_3yr,tabpfn_v3,0.5521530079032256,0.5967741935483871
os_3yr,tabpfn_v3,0.6618716903225806,0.5967741935483871
os_5yr,tabfm_default,0.2519544290000001,0.3
os_5yr,tabfm_default,0.2751351553658536,0.2682926829268293
os_5yr,tabfm_default,0.4973098878571427,0.5714285714285714
os_5yr,tabfm_default,0.7176020030434785,0.6739130434782609
os_5yr,tabfm_default,0.748668654047619,0.7142857142857143
os_5yr,tabfm_default,0.7814842409090909,0.8636363636363636
os_5yr,tabfm_default,0.8054142393181819,0.75
os_5yr,tabfm_default,0.8881609722727274,0.8181818181818182
os_5yr,tabpfn_v2,0.24559707933333325,0.28888888888888886
os_5yr,tabpfn_v2,0.2750165359090909,0.2727272727272727
os_5yr,tabpfn_v2,0.5373154393181817,0.5681818181818182
os_5yr,tabpfn_v2,0.7331921559090909,0.6136363636363636
os_5yr,tabpfn_v2,0.7560381704545454,0.8181818181818182
os_5yr,tabpfn_v2,0.7816566954545454,0.7727272727272727
os_5yr,tabpfn_v2,0.8040928220454546,0.7272727272727273
os_5yr,tabpfn_v2,0.8710970104545456,0.8863636363636364
os_5yr,tabpfn_v2_5,0.24108913533333332,0.24444444444444444
os_5yr,tabpfn_v2_5,0.27905576409090904,0.3409090909090909
os_5yr,tabpfn_v2_5,0.5419211604545452,0.5681818181818182
os_5yr,tabpfn_v2_5,0.7229052995454543,0.6590909090909091
os_5yr,tabpfn_v2_5,0.7392271993181819,0.7954545454545454
os_5yr,tabpfn_v2_5,0.7712580943181817,0.7954545454545454
os_5yr,tabpfn_v2_5,0.7998539275000002,0.6818181818181818
os_5yr,tabpfn_v2_5,0.8806106813636362,0.8636363636363636
os_5yr,tabpfn_v2_6,0.24389258177777778,0.26666666666666666
os_5yr,tabpfn_v2_6,0.28128839113636367,0.36363636363636365
os_5yr,tabpfn_v2_6,0.527334355909091,0.5909090909090909
os_5yr,tabpfn_v2_6,0.7218454106666666,0.7111111111111111
os_5yr,tabpfn_v2_6,0.7530707325581395,0.6511627906976745
os_5yr,tabpfn_v2_6,0.7821067588636363,0.8181818181818182
os_5yr,tabpfn_v2_6,0.8084007393181817,0.6818181818181818
os_5yr,tabpfn_v2_6,0.8961005529545456,0.8636363636363636
os_5yr,tabpfn_v3,0.24693787311111112,0.28888888888888886
os_5yr,tabpfn_v3,0.26979833704545453,0.29545454545454547
os_5yr,tabpfn_v3,0.5546618513636364,0.5227272727272727
os_5yr,tabpfn_v3,0.7261622295454546,0.6363636363636364
os_5yr,tabpfn_v3,0.7481528068181816,0.8863636363636364
os_5yr,tabpfn_v3,0.7782451275,0.7045454545454546
os_5yr,tabpfn_v3,0.8006884988636365,0.75
os_5yr,tabpfn_v3,0.8705346679545457,0.8636363636363636
