rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_DEFB127,rnaseq_gene__GENE_SCARNA27,rnaseq_gene__GENE_KRTAP19-4,rnaseq_gene__GENE_SPINK14,methylation_gene__GENE_DGUOK,rnaseq_gene__GENE_SNAR-I,rnaseq_gene__GENE_LGALS13,methylation_gene__GENE_TMEM177,methylation_gene__GENE_VEGFB,methylation_gene__GENE_ZNF296,methylation_gene__GENE_MAP3K11,methylation_gene__GENE_HIST1H4C,methylation_gene__GENE_ZNF596;RPL23AP53,methylation_gene__GENE_FBXL2,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_TTTY20,rnaseq_gene__GENE_NPS,methylation_gene__GENE_SRD5A1;NSUN2,rnaseq_gene__GENE_KRTAP20-4,methylation_gene__GENE_EMP1,methylation_gene__GENE_C18ORF19;RNMT,methylation_gene__GENE_IQCC,methylation_gene__GENE_AARS;EXOSC6,rnaseq_gene__GENE_TMEM225,methylation_gene__GENE_ZNF787,methylation_gene__GENE_SETD3;CCNK,methylation_gene__GENE_PTDSS1;MTERFD1,methylation_gene__GENE_SREBF2,methylation_gene__GENE_ZBTB12,methylation_gene__GENE_HIST1H1C,methylation_gene__GENE_C9ORF3,methylation_gene__GENE_PLEKHJ1;SF3A2,methylation_gene__GENE_B3GNTL1,methylation_gene__GENE_SLC25A29;MIR345,methylation_gene__GENE_PRKAR2A,methylation_gene__GENE_ZNF672,methylation_gene__GENE_RFK,methylation_gene__GENE_LDLR,rnaseq_gene__GENE_NOX3,methylation_gene__GENE_USP14,cnv_log2__GENE_STAC2,cnv_log2__GENE_ARL5C,cnv_log2__GENE_CACNB1,cnv_log2__GENE_PLXDC1,cnv_log2__GENE_RPL19,methylation_gene__GENE_RASA1,rnaseq_gene__GENE_OR7D4,methylation_gene__GENE_FOXC1,methylation_gene__GENE_GGCT,methylation_gene__GENE_C17ORF59,methylation_gene__GENE_LLPH,methylation_gene__GENE_LPHN1,methylation_gene__GENE_SQLE,methylation_gene__GENE_KRTCAP2;TRIM46,methylation_gene__GENE_RAB40B,methylation_gene__GENE_ENO2,cnv_log2__GENE_LASP1,cnv_log2__GENE_LINC00672,cnv_log2__GENE_MIR6779,cnv_log2__GENE_MLLT6,cnv_log2__GENE_RPL23,cnv_log2__GENE_SNORA21,cnv_log2__GENE_MIR4726,cnv_log2__GENE_C17ORF98,cnv_log2__GENE_PCGF2,cnv_log2__GENE_PSMB3,cnv_log2__GENE_CISD3,cnv_log2__GENE_CWC25,cnv_log2__GENE_MIR4727,cnv_log2__GENE_MIR4734,cnv_log2__GENE_C17ORF96,cnv_log2__GENE_PIP4K2B,methylation_gene__GENE_SLC16A1,methylation_gene__GENE_IL4R,methylation_gene__GENE_TMEM160,methylation_gene__GENE_UNG,methylation_gene__GENE_WEE1,methylation_gene__GENE_DNAJC25;DNAJC25-GNG10,methylation_gene__GENE_LACE1,methylation_gene__GENE_CWF19L2,cnv_log2__GENE_LRRC37A11P,cnv_log2__GENE_RDM1P5,cnv_log2__GENE_FBXO47,methylation_gene__GENE_HIST1H3H,methylation_gene__GENE_AK7,methylation_gene__GENE_SNN,methylation_gene__GENE_EIF6,rnaseq_gene__GENE_OR6B1,rnaseq_gene__GENE_LGALS14,rnaseq_gene__GENE_OR4A47,methylation_gene__GENE_KBTBD6,methylation_gene__GENE_NIPA1,methylation_gene__GENE_H2AFX,methylation_gene__GENE_PCCA,rnaseq_gene__GENE_FAM197Y2,methylation_gene__GENE_SYPL1,methylation_gene__GENE_ZNF354B,methylation_gene__GENE_ZNF444,cnv_log2__GENE_MRPL45,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.044065263,-0.044065267,-0.044065263,-0.044065267,-0.044065263,-0.13122113,-0.06121572,-0.062024266,-0.30328363,-0.17434336,-0.013377459,-0.05182621,0.36626863,-0.17528671,-0.12984334,0.01841058,-0.052885056,-0.078769214,-0.15191728,-0.09609405,0.12752189,-0.34762946,0.69708747,0.6512446,-0.07707038,-0.17132993,0.019470807,0.28854007,-0.28428337,0.25909063,-0.13939375,-0.023250826,0.18049057,-0.026841817,0.39520693,0.68503594,-0.027387334,-0.22687852,0.06558157,-0.108833104,0.1616404,-0.29080623,-0.29080623,-0.29080623,-0.29080623,-0.29080623,0.28437078,-0.12458608,-0.2137172,0.8095123,0.20211896,-0.19182394,-0.4522121,0.33318144,14.362353,0.11512136,-0.013622768,-0.30295324,-0.30295324,-0.30295324,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.08794071,0.15734084,0.1073356,0.13700911,0.18489432,0.57429147,0.37756115,-0.29745415,-0.30702174,-0.30702174,-0.30702174,-0.39922613,0.23610483,0.29127577,0.9445548,-0.0807927,-0.19943407,-0.13200016,0.053085756,1.0312005,0.6478171,0.07057591,-0.12945709,0.67364,0.3767862,0.31070557,-0.30928856,1
22.649546,-0.044065267,-0.044065263,-0.044065267,-0.044065263,-0.06306767,-0.06121572,-0.062024266,-0.22689268,0.14327304,0.20647483,0.19828409,0.48412514,-0.14243887,-0.049694493,21.852411,-0.052885056,-0.078769214,-0.5208568,-0.09609405,0.15299344,0.1973614,0.043256905,-0.15922388,-0.07707038,0.33194417,0.23535821,-0.4286327,-0.116693385,0.12950008,0.0918751,-0.42866367,0.47331524,0.27377135,-0.16914281,0.029667905,1.59252,-0.1106946,-0.25660634,-0.108833104,-0.55169183,-0.16335349,-0.16335349,-0.16335349,-0.16335349,-0.16335349,0.54843414,-0.12458608,-0.41683078,0.5460771,-0.030319672,-0.03673815,-0.59983516,0.22307457,-0.2236812,0.071185134,-0.4094356,-0.1570961,-0.1570961,-0.1570961,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,0.5549827,-0.31719372,0.08279796,0.006135213,17.59486,0.99921465,0.54965675,0.45640394,-0.16252905,-0.16252905,-0.16252905,0.26494965,0.420054,-0.105618656,0.16430457,-0.0807927,-0.19943407,-0.13200016,0.46923542,0.20489043,-0.18909174,0.4466345,-0.12945709,0.26608703,-0.17746669,0.59187615,-0.1512897,1
