dataset,task_family,cancer,model_name,model_label,split,accuracy,f1,roc_auc,mean_confidence,mean_true_label_probability,n
ALL_core_cancer_type_top95,cancer_type,ALL,tabpfn_v3,TabPFN v3,train,0.8936451897616946,0.90055972502359,0.9898984047998978,0.9005837677052074,0.8927934587996469,2266
ALL_core_cancer_type_top95,cancer_type,ALL,tabpfn_v3,TabPFN v3,val,0.8786008230452675,0.8854036180732631,0.9877724733081186,0.889624497654321,0.87984358781893,486
ALL_core_cancer_type_top95,cancer_type,ALL,tabpfn_v3,TabPFN v3,test,0.8950617283950617,0.9007783207351326,0.9908125819907351,0.9088108044238682,0.8997127574074073,486
BRCA_core_os_event_top100,os_event,BRCA,tabpfn_v1,TabPFN v1,train,0.8706166868198307,0.0,0.8902453271028038,0.9185542593349456,0.8166650862212816,827
BRCA_core_os_event_top100,os_event,BRCA,tabpfn_v1,TabPFN v1,val,0.8707865168539326,0.0,0.5328190743338008,0.9183463374157304,0.8103779959101124,178
BRCA_core_os_event_top100,os_event,BRCA,tabpfn_v1,TabPFN v1,test,0.8707865168539326,0.0,0.5514726507713885,0.9186834552247191,0.8110651636348315,178
BRCA_core_os_event_top100,os_event,BRCA,tabpfn_v2,TabPFN v2,train,0.8706166868198307,0.0,0.7261357736240913,0.8879128744135429,0.791333008401451,827
BRCA_core_os_event_top100,os_event,BRCA,tabpfn_v2,TabPFN v2,val,0.8707865168539326,0.0,0.5446002805049088,0.8854118779775281,0.7855974850393258,178
BRCA_core_os_event_top100,os_event,BRCA,tabpfn_v2,TabPFN v2,test,0.8707865168539326,0.0,0.5997194950911642,0.8860120495505619,0.7883459937808989,178
BRCA_core_os_event_top100,os_event,BRCA,tabpfn_v2_5,TabPFN v2.5,train,0.8706166868198307,0.0,0.7889213395638629,0.8916894824425635,0.798318533610641,827
BRCA_core_os_event_top100,os_event,BRCA,tabpfn_v2_5,TabPFN v2.5,val,0.8707865168539326,0.0,0.5482468443197757,0.8906696039325842,0.7900921389606741,178
BRCA_core_os_event_top100,os_event,BRCA,tabpfn_v2_5,TabPFN v2.5,test,0.8707865168539326,0.0,0.5688639551192145,0.8908911033146067,0.7914845177359551,178
BRCA_core_os_event_top100,os_event,BRCA,tabpfn_v2_6,TabPFN v2.6,train,0.8887545344619106,0.2459016393442623,0.9252466251298025,0.8837690763724305,0.8395300308500605,827
BRCA_core_os_event_top100,os_event,BRCA,tabpfn_v2_6,TabPFN v2.6,val,0.8707865168539326,0.0,0.46788218793828895,0.8828974240449439,0.7831378691011237,178
BRCA_core_os_event_top100,os_event,BRCA,tabpfn_v2_6,TabPFN v2.6,test,0.8707865168539326,0.0,0.5866760168302945,0.8844607994382021,0.7878767421179774,178
BRCA_core_os_event_top100,os_event,BRCA,tabpfn_v3,TabPFN v3,train,0.9032648125755743,0.40298507462686567,0.9029530114226376,0.8909635548367594,0.8317710289987909,827
BRCA_core_os_event_top100,os_event,BRCA,tabpfn_v3,TabPFN v3,val,0.8707865168539326,0.0,0.5510518934081347,0.8909296701685394,0.7901945043595505,178
BRCA_core_os_event_top100,os_event,BRCA,tabpfn_v3,TabPFN v3,test,0.8707865168539326,0.0,0.532117812061711,0.8915320183707864,0.7916179066629213,178
BRCA_core_source_top100,source,BRCA,tabpfn_v1,TabPFN v1,train,0.9988151658767772,0.9993399339933994,0.9993403693931399,0.9990351509834123,0.9978719373530804,844
BRCA_core_source_top100,source,BRCA,tabpfn_v1,TabPFN v1,val,1.0,1.0,1.0,0.9990618104972375,0.9990618104972375,181
BRCA_core_source_top100,source,BRCA,tabpfn_v1,TabPFN v1,test,0.994475138121547,0.9969230769230769,0.9969325153374233,0.99853671,0.9931126644309392,181
BRCA_core_source_top100,source,BRCA,tabpfn_v2,TabPFN v2,train,0.9988151658767772,0.9993399339933994,0.9993403693931399,0.9967107717417062,0.9955833674336494,844
BRCA_core_source_top100,source,BRCA,tabpfn_v2,TabPFN v2,val,1.0,1.0,1.0,0.9969586831491714,0.9969586831491714,181
BRCA_core_source_top100,source,BRCA,tabpfn_v2,TabPFN v2,test,0.994475138121547,0.9969230769230769,0.9969325153374233,0.9966147543093924,0.9913576867071825,181
BRCA_core_source_top100,source,BRCA,tabpfn_v2_5,TabPFN v2.5,train,0.9988151658767772,0.9993399339933994,0.9993403693931399,0.9973929727962084,0.9962601712476302,844
BRCA_core_source_top100,source,BRCA,tabpfn_v2_5,TabPFN v2.5,val,1.0,1.0,1.0,0.9973291981215471,0.9973291981215471,181
BRCA_core_source_top100,source,BRCA,tabpfn_v2_5,TabPFN v2.5,test,0.994475138121547,0.9969230769230769,0.9969325153374233,0.9971184403867402,0.9918362055414363,181
BRCA_core_source_top100,source,BRCA,tabpfn_v2_6,TabPFN v2.6,train,0.9988151658767772,0.9993399339933994,0.9993403693931399,0.9983630340047394,0.9972078194040286,844
BRCA_core_source_top100,source,BRCA,tabpfn_v2_6,TabPFN v2.6,val,1.0,1.0,1.0,0.9984344342541435,0.9984344342541435,181
BRCA_core_source_top100,source,BRCA,tabpfn_v2_6,TabPFN v2.6,test,0.994475138121547,0.9969230769230769,0.9969325153374233,0.9974927918232045,0.9921061284143647,181
BRCA_core_source_top100,source,BRCA,tabpfn_v3,TabPFN v3,train,0.9988151658767772,0.9993399339933994,0.9993403693931399,0.9977286015165877,0.996590905035545,844
BRCA_core_source_top100,source,BRCA,tabpfn_v3,TabPFN v3,val,1.0,1.0,1.0,0.9976311788950276,0.9976311788950276,181
BRCA_core_source_top100,source,BRCA,tabpfn_v3,TabPFN v3,test,0.994475138121547,0.9969230769230769,0.9969325153374233,0.9973989695027625,0.9920937649116022,181
ESCA_core_os_event_top100,os_event,ESCA,tabpfn_v1,TabPFN v1,train,0.5873015873015873,0.0,1.0,0.6080971574603175,0.5528599473015873,126
ESCA_core_os_event_top100,os_event,ESCA,tabpfn_v1,TabPFN v1,val,0.5714285714285714,0.0,0.5729166666666667,0.6085927046428571,0.5185301917857142,28
ESCA_core_os_event_top100,os_event,ESCA,tabpfn_v1,TabPFN v1,test,0.5714285714285714,0.0,0.43229166666666663,0.6052260942857143,0.5124281067857143,28
ESCA_core_os_event_top100,os_event,ESCA,tabpfn_v2,TabPFN v2,train,0.7857142857142857,0.6493506493506493,0.9373700623700624,0.6168513384126986,0.5882353475396825,126
ESCA_core_os_event_top100,os_event,ESCA,tabpfn_v2,TabPFN v2,val,0.5357142857142857,0.13333333333333333,0.49479166666666663,0.595653117142857,0.5115790117857143,28
ESCA_core_os_event_top100,os_event,ESCA,tabpfn_v2,TabPFN v2,test,0.6071428571428571,0.26666666666666666,0.5026041666666667,0.5985269596428572,0.51390776,28
ESCA_core_os_event_top100,os_event,ESCA,tabpfn_v2_5,TabPFN v2.5,train,0.7936507936507936,0.6666666666666666,0.9377598752598753,0.6183338477777779,0.5904193392857143,126
ESCA_core_os_event_top100,os_event,ESCA,tabpfn_v2_5,TabPFN v2.5,val,0.6071428571428571,0.26666666666666666,0.46874999999999994,0.5925037682142857,0.5065477121428571,28
ESCA_core_os_event_top100,os_event,ESCA,tabpfn_v2_5,TabPFN v2.5,test,0.5714285714285714,0.3333333333333333,0.5208333333333334,0.5958094432142857,0.5181260860714285,28
ESCA_core_os_event_top100,os_event,ESCA,tabpfn_v2_6,TabPFN v2.6,train,1.0,1.0,1.0,0.7460695077777778,0.7460695077777778,126
ESCA_core_os_event_top100,os_event,ESCA,tabpfn_v2_6,TabPFN v2.6,val,0.5,0.3,0.4791666666666667,0.6329108389285715,0.5058319907142858,28
ESCA_core_os_event_top100,os_event,ESCA,tabpfn_v2_6,TabPFN v2.6,test,0.5357142857142857,0.43478260869565216,0.5364583333333334,0.6276235603571428,0.51806011,28
ESCA_core_os_event_top100,os_event,ESCA,tabpfn_v3,TabPFN v3,train,1.0,1.0,1.0,0.9972957554761905,0.9972957554761905,126
ESCA_core_os_event_top100,os_event,ESCA,tabpfn_v3,TabPFN v3,val,0.5357142857142857,0.13333333333333333,0.5052083333333333,0.6000180435714285,0.5064041407142856,28
ESCA_core_os_event_top100,os_event,ESCA,tabpfn_v3,TabPFN v3,test,0.6071428571428571,0.35294117647058826,0.578125,0.6044729128571429,0.5207135957142858,28
HNSCC_core_os_event_top100,os_event,HNSCC,tabpfn_v1,TabPFN v1,train,0.9497716894977168,0.9337349397590361,0.9723791588198367,0.73659522043379,0.7130721760045662,438
HNSCC_core_os_event_top100,os_event,HNSCC,tabpfn_v1,TabPFN v1,val,0.5894736842105263,0.23529411764705882,0.564173591874423,0.6285021503157894,0.5333156484210525,95
HNSCC_core_os_event_top100,os_event,HNSCC,tabpfn_v1,TabPFN v1,test,0.631578947368421,0.3137254901960784,0.6181902123730378,0.6247125165263158,0.5427495884210526,95
HNSCC_core_os_event_top100,os_event,HNSCC,tabpfn_v2,TabPFN v2,train,0.9497716894977168,0.9337349397590361,0.9849990259107734,0.8284043924429224,0.8050070247716895,438
HNSCC_core_os_event_top100,os_event,HNSCC,tabpfn_v2,TabPFN v2,val,0.6,0.3448275862068966,0.6174976915974146,0.6771589630526316,0.5506379168421053,95
HNSCC_core_os_event_top100,os_event,HNSCC,tabpfn_v2,TabPFN v2,test,0.6526315789473685,0.47619047619047616,0.6472760849492151,0.6606444424210526,0.5640571092631578,95
HNSCC_core_os_event_top100,os_event,HNSCC,tabpfn_v2_5,TabPFN v2.5,train,0.9497716894977168,0.9337349397590361,0.9871420222092343,0.8831208423972603,0.8628309084246575,438
HNSCC_core_os_event_top100,os_event,HNSCC,tabpfn_v2_5,TabPFN v2.5,val,0.6421052631578947,0.46875,0.6140350877192983,0.6845010803157895,0.5577159227368421,95
HNSCC_core_os_event_top100,os_event,HNSCC,tabpfn_v2_5,TabPFN v2.5,test,0.6421052631578947,0.5,0.6509695290858725,0.6715482698947369,0.5634741243157895,95
HNSCC_core_os_event_top100,os_event,HNSCC,tabpfn_v2_6,TabPFN v2.6,train,0.9406392694063926,0.9207317073170732,0.9476156460376215,0.7094654479680366,0.6863941124657535,438
HNSCC_core_os_event_top100,os_event,HNSCC,tabpfn_v2_6,TabPFN v2.6,val,0.5789473684210527,0.3548387096774194,0.5480147737765466,0.634596370631579,0.5295110285263158,95
HNSCC_core_os_event_top100,os_event,HNSCC,tabpfn_v2_6,TabPFN v2.6,test,0.6421052631578947,0.46875,0.6375807940904893,0.6320367506315789,0.5498748109473685,95
HNSCC_core_os_event_top100,os_event,HNSCC,tabpfn_v3,TabPFN v3,train,0.9497716894977168,0.9337349397590361,0.9871420222092344,0.7840083347031964,0.7640476759360731,438
HNSCC_core_os_event_top100,os_event,HNSCC,tabpfn_v3,TabPFN v3,val,0.5684210526315789,0.22641509433962265,0.5327793167128347,0.6153185390526316,0.5241043750526316,95
HNSCC_core_os_event_top100,os_event,HNSCC,tabpfn_v3,TabPFN v3,test,0.6526315789473685,0.42105263157894735,0.623730378578024,0.6087347386315789,0.5390641745263157,95
HNSCC_core_source_top100,source,HNSCC,tabpfn_v1,TabPFN v1,train,1.0,1.0,1.0,0.9943739223582767,0.9943739223582767,441
HNSCC_core_source_top100,source,HNSCC,tabpfn_v1,TabPFN v1,val,1.0,1.0,1.0,0.993824174210526,0.993824174210526,95
HNSCC_core_source_top100,source,HNSCC,tabpfn_v1,TabPFN v1,test,1.0,1.0,1.0,0.9938206670526313,0.9938206670526313,95
HNSCC_core_source_top100,source,HNSCC,tabpfn_v2,TabPFN v2,train,1.0,1.0,1.0,0.97988660707483,0.97988660707483,441
HNSCC_core_source_top100,source,HNSCC,tabpfn_v2,TabPFN v2,val,1.0,1.0,1.0,0.9793883474736843,0.9793883474736843,95
HNSCC_core_source_top100,source,HNSCC,tabpfn_v2,TabPFN v2,test,1.0,1.0,1.0,0.9790532788421049,0.9790532788421049,95
HNSCC_core_source_top100,source,HNSCC,tabpfn_v2_5,TabPFN v2.5,train,1.0,1.0,1.0,0.9996412392063492,0.9996412392063492,441
HNSCC_core_source_top100,source,HNSCC,tabpfn_v2_5,TabPFN v2.5,val,1.0,1.0,1.0,0.999486449894737,0.999486449894737,95
HNSCC_core_source_top100,source,HNSCC,tabpfn_v2_5,TabPFN v2.5,test,1.0,1.0,1.0,0.9987638160000002,0.9987638160000002,95
HNSCC_core_source_top100,source,HNSCC,tabpfn_v2_6,TabPFN v2.6,train,1.0,1.0,1.0,0.9995143553061224,0.9995143553061224,441
HNSCC_core_source_top100,source,HNSCC,tabpfn_v2_6,TabPFN v2.6,val,1.0,1.0,1.0,0.9895864329473681,0.9895864329473681,95
HNSCC_core_source_top100,source,HNSCC,tabpfn_v2_6,TabPFN v2.6,test,1.0,1.0,1.0,0.990146401263158,0.990146401263158,95
HNSCC_core_source_top100,source,HNSCC,tabpfn_v3,TabPFN v3,train,1.0,1.0,1.0,0.9999870000000003,0.9999870000000003,441
HNSCC_core_source_top100,source,HNSCC,tabpfn_v3,TabPFN v3,val,1.0,1.0,1.0,0.9999852755789476,0.9999852755789476,95
HNSCC_core_source_top100,source,HNSCC,tabpfn_v3,TabPFN v3,test,1.0,1.0,1.0,0.9999850423157899,0.9999850423157899,95
LSCC_core_os_event_top100,os_event,LSCC,tabpfn_v1,TabPFN v1,train,0.6019417475728155,0.0,0.9113394964594808,0.6203837444174757,0.5785173374029126,412
LSCC_core_os_event_top100,os_event,LSCC,tabpfn_v1,TabPFN v1,val,0.5955056179775281,0.0,0.42190775681341725,0.6292133043820225,0.5248598391011237,89
LSCC_core_os_event_top100,os_event,LSCC,tabpfn_v1,TabPFN v1,test,0.6067415730337079,0.0,0.555026455026455,0.6225570659550562,0.5334245050561798,89
LSCC_core_os_event_top100,os_event,LSCC,tabpfn_v2,TabPFN v2,train,0.9611650485436893,0.9487179487179487,0.9287962234461055,0.6968041774271846,0.6770146108252426,412
LSCC_core_os_event_top100,os_event,LSCC,tabpfn_v2,TabPFN v2,val,0.5393258426966292,0.08888888888888889,0.500524109014675,0.6267807916853932,0.5197488704494383,89
LSCC_core_os_event_top100,os_event,LSCC,tabpfn_v2,TabPFN v2,test,0.6067415730337079,0.3137254901960784,0.5698412698412698,0.6143183091011237,0.5345111203370787,89
LSCC_core_os_event_top100,os_event,LSCC,tabpfn_v2_5,TabPFN v2.5,train,0.8422330097087378,0.752851711026616,0.9143145161290323,0.6338917636407767,0.6086238458737864,412
LSCC_core_os_event_top100,os_event,LSCC,tabpfn_v2_5,TabPFN v2.5,val,0.5393258426966292,0.0,0.4753668763102726,0.6190532228089888,0.5172510797752808,89
LSCC_core_os_event_top100,os_event,LSCC,tabpfn_v2_5,TabPFN v2.5,test,0.6629213483146067,0.3181818181818182,0.5783068783068783,0.6035845592134831,0.5343052183146066,89
LSCC_core_os_event_top100,os_event,LSCC,tabpfn_v2_6,TabPFN v2.6,train,0.9587378640776699,0.9453376205787781,0.9130605822187255,0.6581955826699029,0.6388136611650486,412
LSCC_core_os_event_top100,os_event,LSCC,tabpfn_v2_6,TabPFN v2.6,val,0.5730337078651685,0.0,0.52541928721174,0.6196167023595506,0.5286306501123595,89
LSCC_core_os_event_top100,os_event,LSCC,tabpfn_v2_6,TabPFN v2.6,test,0.6179775280898876,0.05555555555555555,0.53994708994709,0.6047682674157303,0.5338976143820224,89
LSCC_core_os_event_top100,os_event,LSCC,tabpfn_v3,TabPFN v3,train,0.9611650485436893,0.9487179487179487,0.9838709677419355,0.8195796234708737,0.7954981279368932,412
LSCC_core_os_event_top100,os_event,LSCC,tabpfn_v3,TabPFN v3,val,0.5955056179775281,0.0,0.4716981132075473,0.6432653486516854,0.5349601524719101,89
LSCC_core_os_event_top100,os_event,LSCC,tabpfn_v3,TabPFN v3,test,0.6067415730337079,0.0,0.5455026455026455,0.6294839182022473,0.5421074812359551,89
LSCC_core_source_top100,source,LSCC,tabpfn_v1,TabPFN v1,train,1.0,1.0,1.0,0.9947527299036145,0.9947527299036145,415
LSCC_core_source_top100,source,LSCC,tabpfn_v1,TabPFN v1,val,1.0,1.0,1.0,0.9933146085555555,0.9933146085555555,90
LSCC_core_source_top100,source,LSCC,tabpfn_v1,TabPFN v1,test,1.0,1.0,1.0,0.9896766106666666,0.9896766106666666,90
LSCC_core_source_top100,source,LSCC,tabpfn_v2,TabPFN v2,train,1.0,1.0,1.0,0.9940110627951807,0.9940110627951807,415
LSCC_core_source_top100,source,LSCC,tabpfn_v2,TabPFN v2,val,1.0,1.0,1.0,0.9935667987777776,0.9935667987777776,90
LSCC_core_source_top100,source,LSCC,tabpfn_v2,TabPFN v2,test,1.0,1.0,1.0,0.9935250862222224,0.9935250862222224,90
LSCC_core_source_top100,source,LSCC,tabpfn_v2_5,TabPFN v2.5,train,1.0,1.0,1.0,0.9994177083373492,0.9994177083373492,415
LSCC_core_source_top100,source,LSCC,tabpfn_v2_5,TabPFN v2.5,val,1.0,1.0,1.0,0.9988955663333334,0.9988955663333334,90
LSCC_core_source_top100,source,LSCC,tabpfn_v2_5,TabPFN v2.5,test,1.0,1.0,1.0,0.9991310368888888,0.9991310368888888,90
LSCC_core_source_top100,source,LSCC,tabpfn_v2_6,TabPFN v2.6,train,1.0,1.0,1.0,0.9997561777349399,0.9997561777349399,415
LSCC_core_source_top100,source,LSCC,tabpfn_v2_6,TabPFN v2.6,val,1.0,1.0,1.0,0.994132248777778,0.994132248777778,90
LSCC_core_source_top100,source,LSCC,tabpfn_v2_6,TabPFN v2.6,test,1.0,1.0,1.0,0.9932591625555555,0.9932591625555555,90
LSCC_core_source_top100,source,LSCC,tabpfn_v3,TabPFN v3,train,1.0,1.0,1.0,0.9999869672289159,0.9999869672289159,415
LSCC_core_source_top100,source,LSCC,tabpfn_v3,TabPFN v3,val,1.0,1.0,1.0,0.9999837453333332,0.9999837453333332,90
LSCC_core_source_top100,source,LSCC,tabpfn_v3,TabPFN v3,test,1.0,1.0,1.0,0.9999827988888891,0.9999827988888891,90
LUAD_core_os_event_top100,os_event,LUAD,tabpfn_v1,TabPFN v1,train,0.6612903225806451,0.0,0.9023442129465027,0.7005234394239631,0.6114685640322581,434
LUAD_core_os_event_top100,os_event,LUAD,tabpfn_v1,TabPFN v1,val,0.6559139784946236,0.0,0.5753073770491803,0.7085728069892473,0.5688433387096774,93
LUAD_core_os_event_top100,os_event,LUAD,tabpfn_v1,TabPFN v1,test,0.6666666666666666,0.0,0.6409989594172736,0.7061654919354837,0.57176287172043,93
LUAD_core_os_event_top100,os_event,LUAD,tabpfn_v2,TabPFN v2,train,0.9631336405529954,0.9424460431654677,0.9721254355400697,0.8043848057834102,0.7819913724193548,434
LUAD_core_os_event_top100,os_event,LUAD,tabpfn_v2,TabPFN v2,val,0.6021505376344086,0.3018867924528302,0.5358606557377048,0.6943546865591398,0.5578720326881721,93
LUAD_core_os_event_top100,os_event,LUAD,tabpfn_v2,TabPFN v2,test,0.5913978494623656,0.17391304347826086,0.581165452653486,0.691352117419355,0.5714998998924732,93
LUAD_core_os_event_top100,os_event,LUAD,tabpfn_v2_5,TabPFN v2.5,train,0.9631336405529954,0.9424460431654677,0.9878641352011187,0.8409331014285715,0.820584816451613,434
LUAD_core_os_event_top100,os_event,LUAD,tabpfn_v2_5,TabPFN v2.5,val,0.6451612903225806,0.23255813953488372,0.5189549180327868,0.684910907311828,0.5578326921505377,93
LUAD_core_os_event_top100,os_event,LUAD,tabpfn_v2_5,TabPFN v2.5,test,0.5698924731182796,0.09090909090909091,0.5744016649323621,0.6891961302150539,0.5614955016129033,93
LUAD_core_os_event_top100,os_event,LUAD,tabpfn_v2_6,TabPFN v2.6,train,0.956221198156682,0.9309090909090909,0.9087913911209083,0.7196349664746544,0.696757752327189,434
LUAD_core_os_event_top100,os_event,LUAD,tabpfn_v2_6,TabPFN v2.6,val,0.6559139784946236,0.0,0.5414959016393444,0.6744583101075269,0.5609339794623658,93
LUAD_core_os_event_top100,os_event,LUAD,tabpfn_v2_6,TabPFN v2.6,test,0.6666666666666666,0.0,0.5647762747138397,0.6736844961290323,0.5647477060215054,93
LUAD_core_os_event_top100,os_event,LUAD,tabpfn_v3,TabPFN v3,train,0.9631336405529954,0.9424460431654677,0.9888122496385314,0.9405086572811061,0.9171209610599079,434
LUAD_core_os_event_top100,os_event,LUAD,tabpfn_v3,TabPFN v3,val,0.6559139784946236,0.0,0.5317622950819674,0.6867636782795699,0.5641180787096775,93
LUAD_core_os_event_top100,os_event,LUAD,tabpfn_v3,TabPFN v3,test,0.6666666666666666,0.0,0.5853277835587929,0.680438435483871,0.5678248384946236,93
LUAD_core_source_top100,source,LUAD,tabpfn_v1,TabPFN v1,train,0.9954128440366973,0.9972067039106145,0.9972144846796658,0.9924899402293579,0.9881764839908256,436
LUAD_core_source_top100,source,LUAD,tabpfn_v1,TabPFN v1,val,1.0,1.0,1.0,0.9915321163829786,0.9915321163829786,94
LUAD_core_source_top100,source,LUAD,tabpfn_v1,TabPFN v1,test,1.0,1.0,1.0,0.9916512632978722,0.9916512632978722,94
LUAD_core_source_top100,source,LUAD,tabpfn_v2,TabPFN v2,train,0.9954128440366973,0.9972067039106145,0.9972144846796658,0.9043411634862384,0.9041171812844035,436
LUAD_core_source_top100,source,LUAD,tabpfn_v2,TabPFN v2,val,1.0,1.0,1.0,0.9091561163829788,0.9091561163829788,94
LUAD_core_source_top100,source,LUAD,tabpfn_v2,TabPFN v2,test,1.0,1.0,1.0,0.9041585480851064,0.9041585480851064,94
LUAD_core_source_top100,source,LUAD,tabpfn_v2_5,TabPFN v2.5,train,0.9954128440366973,0.9972067039106145,0.9972144846796658,0.9907263700688074,0.9866008833256881,436
LUAD_core_source_top100,source,LUAD,tabpfn_v2_5,TabPFN v2.5,val,1.0,1.0,1.0,0.9906851619148934,0.9906851619148934,94
LUAD_core_source_top100,source,LUAD,tabpfn_v2_5,TabPFN v2.5,test,1.0,1.0,1.0,0.9898220639361701,0.9898220639361701,94
LUAD_core_source_top100,source,LUAD,tabpfn_v2_6,TabPFN v2.6,train,0.9954128440366973,0.9972067039106145,0.9972144846796658,0.9912918452752293,0.9870767683256881,436
LUAD_core_source_top100,source,LUAD,tabpfn_v2_6,TabPFN v2.6,val,1.0,1.0,1.0,0.9846008681914892,0.9846008681914892,94
LUAD_core_source_top100,source,LUAD,tabpfn_v2_6,TabPFN v2.6,test,1.0,1.0,1.0,0.9832073996808509,0.9832073996808509,94
LUAD_core_source_top100,source,LUAD,tabpfn_v3,TabPFN v3,train,0.9954128440366973,0.9972067039106145,0.9972144846796658,0.9963778397477064,0.9919707850550459,436
LUAD_core_source_top100,source,LUAD,tabpfn_v3,TabPFN v3,val,1.0,1.0,1.0,0.9962166902127659,0.9962166902127659,94
LUAD_core_source_top100,source,LUAD,tabpfn_v3,TabPFN v3,test,1.0,1.0,1.0,0.99596429106383,0.99596429106383,94
